"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test login with empty JSON payload returns error.","83","test_login_with_empty_payload_returns_error","tests","Tue Sep 30 01:03:37 UTC 2025","passed","Tue Sep 30 01:03:37 UTC 2025","TestAuthentication","test_api_endpoints","",""
"","1000","POST /api/users","","Tue Sep 30 01:05:09 UTC 2025","passed","Tue Sep 30 01:05:10 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test user creation with Unicode and special characters.","84","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Tue Sep 30 01:03:25 UTC 2025","passed","Tue Sep 30 01:03:25 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","174","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 01:03:22 UTC 2025","passed","Tue Sep 30 01:03:22 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that user creation responds within acceptable time.","84","test_create_user_response_time","tests","Tue Sep 30 01:03:40 UTC 2025","passed","Tue Sep 30 01:03:40 UTC 2025","TestPerformance","test_api_endpoints","",""
"","1000","GET /api/users","","Tue Sep 30 01:05:09 UTC 2025","passed","Tue Sep 30 01:05:10 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test that users list responds within acceptable time.","14","test_get_users_list_response_time","tests","Tue Sep 30 01:03:40 UTC 2025","passed","Tue Sep 30 01:03:40 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that user update responds within acceptable time.","90","test_update_user_response_time","tests","Tue Sep 30 01:03:40 UTC 2025","passed","Tue Sep 30 01:03:40 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test successful user deletion.","81","test_delete_existing_user","tests","Tue Sep 30 01:03:32 UTC 2025","passed","Tue Sep 30 01:03:32 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","93","test_create_user_with_unicode_and_special_chars[UNICODE_CHARS-\u5f20\u4e09\u674e\u56db]","tests","Tue Sep 30 01:03:25 UTC 2025","passed","Tue Sep 30 01:03:25 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test registration with missing password returns 400 error.","83","test_register_with_missing_password_returns_error","tests","Tue Sep 30 01:03:37 UTC 2025","passed","Tue Sep 30 01:03:37 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","81","test_create_user_with_empty_string","tests","Tue Sep 30 01:03:26 UTC 2025","passed","Tue Sep 30 01:03:26 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving an existing user by ID.","18","test_get_existing_user","tests","Tue Sep 30 01:03:28 UTC 2025","passed","Tue Sep 30 01:03:28 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","160","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Tue Sep 30 01:03:29 UTC 2025","passed","Tue Sep 30 01:03:29 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test user creation with additional fields.","80","test_create_user_with_extra_fields","tests","Tue Sep 30 01:03:24 UTC 2025","passed","Tue Sep 30 01:03:24 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","84","test_login_with_valid_credentials_returns_token","tests","Tue Sep 30 01:03:35 UTC 2025","passed","Tue Sep 30 01:03:35 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that registration responds within acceptable time.","82","test_register_response_time","tests","Tue Sep 30 01:03:41 UTC 2025","passed","Tue Sep 30 01:03:41 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","81","test_create_user_invalid_data[test_case5]","tests","Tue Sep 30 01:03:23 UTC 2025","passed","Tue Sep 30 01:03:23 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user registration with valid email and password returns a token.","84","test_register_with_valid_data_returns_token","tests","Tue Sep 30 01:03:36 UTC 2025","passed","Tue Sep 30 01:03:36 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test registration with invalid email returns error.","82","test_register_with_invalid_email_returns_error","tests","Tue Sep 30 01:03:37 UTC 2025","passed","Tue Sep 30 01:03:37 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test logout endpoint returns success.","80","test_logout_returns_success","tests","Tue Sep 30 01:03:38 UTC 2025","passed","Tue Sep 30 01:03:38 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test users list endpoint.","22","test_get_users_list","tests","Tue Sep 30 01:03:27 UTC 2025","passed","Tue Sep 30 01:03:27 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
