"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test updating a user that doesn't exist.","334","test_update_non_existent_user","tests","Tue Sep 30 01:22:21 UTC 2025","passed","Tue Sep 30 01:22:21 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"","1000","POST /api/users","","Tue Sep 30 01:24:01 UTC 2025","passed","Tue Sep 30 01:24:02 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test user creation with various invalid data scenarios.","179","test_create_user_invalid_data[test_case4]","tests","Tue Sep 30 01:22:13 UTC 2025","passed","Tue Sep 30 01:22:14 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","109","test_create_user_with_unicode_and_special_chars[UNICODE_CHARS-\u5f20\u4e09\u674e\u56db]","tests","Tue Sep 30 01:22:16 UTC 2025","passed","Tue Sep 30 01:22:16 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","105","test_create_user_invalid_data[test_case2]","tests","Tue Sep 30 01:22:15 UTC 2025","passed","Tue Sep 30 01:22:15 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that registration responds within acceptable time.","172","test_register_response_time","tests","Tue Sep 30 01:22:33 UTC 2025","passed","Tue Sep 30 01:22:33 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","108","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Tue Sep 30 01:22:15 UTC 2025","passed","Tue Sep 30 01:22:15 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that login responds within acceptable time.","103","test_login_response_time","tests","Tue Sep 30 01:22:33 UTC 2025","passed","Tue Sep 30 01:22:33 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test successful user deletion.","174","test_delete_existing_user","tests","Tue Sep 30 01:22:23 UTC 2025","passed","Tue Sep 30 01:22:24 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test login with missing password returns 400 error.","172","test_login_with_missing_password_returns_error","tests","Tue Sep 30 01:22:27 UTC 2025","passed","Tue Sep 30 01:22:27 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test successful user creation with valid data.","286","test_create_user_with_valid_data","tests","Tue Sep 30 01:22:13 UTC 2025","passed","Tue Sep 30 01:22:13 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving an existing user by ID.","31","test_get_existing_user","tests","Tue Sep 30 01:22:19 UTC 2025","passed","Tue Sep 30 01:22:19 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","208","test_delete_user_twice","tests","Tue Sep 30 01:22:23 UTC 2025","passed","Tue Sep 30 01:22:23 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","106","test_create_user_invalid_data[test_case1]","tests","Tue Sep 30 01:22:14 UTC 2025","passed","Tue Sep 30 01:22:14 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user registration with valid email and password returns a token.","106","test_register_with_valid_data_returns_token","tests","Tue Sep 30 01:22:27 UTC 2025","passed","Tue Sep 30 01:22:27 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","263","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 01:22:13 UTC 2025","passed","Tue Sep 30 01:22:13 UTC 2025","TestUserCreation","test_api_endpoints","",""
