"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test user creation with various invalid data scenarios.","178","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 00:07:44 UTC 2025","passed","Tue Sep 30 00:07:44 UTC 2025","TestUserCreation","test_users_crud","",""
"Test updating a user that doesn't exist.","179","test_update_non_existent_user","tests","Tue Sep 30 00:07:52 UTC 2025","passed","Tue Sep 30 00:07:52 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test login with empty JSON payload returns error.","177","test_login_with_empty_payload_returns_error","tests","Tue Sep 30 00:07:58 UTC 2025","passed","Tue Sep 30 00:07:59 UTC 2025","TestAuthentication","test_users_crud","",""
"Test retrieving an existing user by ID.","33","test_get_existing_user","tests","Tue Sep 30 00:07:49 UTC 2025","passed","Tue Sep 30 00:07:49 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test login with non-existent email returns error.","177","test_login_with_invalid_email_returns_error","tests","Tue Sep 30 00:07:58 UTC 2025","passed","Tue Sep 30 00:07:58 UTC 2025","TestAuthentication","test_users_crud","",""
"Test successful login with valid email and password returns a token.","178","test_login_with_valid_credentials_returns_token","tests","Tue Sep 30 00:07:56 UTC 2025","passed","Tue Sep 30 00:07:56 UTC 2025","TestAuthentication","test_users_crud","",""
"Test successful user creation with valid data.","283","test_create_user_with_valid_data","tests","Tue Sep 30 00:07:43 UTC 2025","passed","Tue Sep 30 00:07:44 UTC 2025","TestUserCreation","test_users_crud","",""
"Test that API response times meet basic SLA requirements.","562","test_basic_response_time_sla","tests","Tue Sep 30 00:08:00 UTC 2025","passed","Tue Sep 30 00:08:01 UTC 2025","TestPerformance","test_users_crud","",""
"Test that user update responds within acceptable time.","178","test_update_user_response_time","tests","Tue Sep 30 00:08:01 UTC 2025","passed","Tue Sep 30 00:08:01 UTC 2025","TestPerformance","test_users_crud","",""
"Test deleting a user that doesn't exist.","172","test_delete_non_existent_user","tests","Tue Sep 30 00:07:52 UTC 2025","passed","Tue Sep 30 00:07:52 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test that user creation responds within acceptable time.","175","test_create_user_response_time","tests","Tue Sep 30 00:07:59 UTC 2025","passed","Tue Sep 30 00:07:59 UTC 2025","TestPerformance","test_users_crud","",""
"Test user creation with various invalid data scenarios.","177","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 00:07:44 UTC 2025","passed","Tue Sep 30 00:07:44 UTC 2025","TestUserCreation","test_users_crud","",""
"Test user creation with various invalid data scenarios.","181","test_create_user_invalid_data[test_case4]","tests","Tue Sep 30 00:07:45 UTC 2025","passed","Tue Sep 30 00:07:45 UTC 2025","TestUserCreation","test_users_crud","",""
"Test login with missing password returns 400 error.","178","test_login_with_missing_password_returns_error","tests","Tue Sep 30 00:07:56 UTC 2025","passed","Tue Sep 30 00:07:57 UTC 2025","TestAuthentication","test_users_crud","",""
"Test that user deletion responds within acceptable time.","178","test_delete_user_response_time","tests","Tue Sep 30 00:08:02 UTC 2025","passed","Tue Sep 30 00:08:02 UTC 2025","TestPerformance","test_users_crud","",""
"Test successful user deletion.","177","test_delete_existing_user","tests","Tue Sep 30 00:07:54 UTC 2025","passed","Tue Sep 30 00:07:55 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test successful user update.","329","test_update_existing_user","tests","Tue Sep 30 00:07:51 UTC 2025","passed","Tue Sep 30 00:07:51 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test user creation with various invalid data scenarios.","290","test_create_user_invalid_data[test_case2]","tests","Tue Sep 30 00:07:43 UTC 2025","passed","Tue Sep 30 00:07:44 UTC 2025","TestUserCreation","test_users_crud","",""
"Test retrieving users with invalid or non-existent IDs.","327","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Tue Sep 30 00:07:49 UTC 2025","passed","Tue Sep 30 00:07:50 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test deleting a user twice (idempotency test).","351","test_delete_user_twice","tests","Tue Sep 30 00:07:53 UTC 2025","passed","Tue Sep 30 00:07:53 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test user creation with various invalid data scenarios.","178","test_create_user_invalid_data[test_case1]","tests","Tue Sep 30 00:07:45 UTC 2025","passed","Tue Sep 30 00:07:45 UTC 2025","TestUserCreation","test_users_crud","",""
"Test retrieving users with invalid or non-existent IDs.","334","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 00:07:47 UTC 2025","passed","Tue Sep 30 00:07:48 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test users list endpoint.","40","test_get_users_list","tests","Tue Sep 30 00:07:48 UTC 2025","passed","Tue Sep 30 00:07:48 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test deleting a user with an invalid ID.","174","test_delete_user_with_invalid_id","tests","Tue Sep 30 00:07:55 UTC 2025","passed","Tue Sep 30 00:07:55 UTC 2025","TestUserDeletion","test_users_crud","",""
"Test user creation with various invalid data scenarios.","175","test_create_user_invalid_data[test_case5]","tests","Tue Sep 30 00:07:45 UTC 2025","passed","Tue Sep 30 00:07:46 UTC 2025","TestUserCreation","test_users_crud","",""
"Test that users list responds within acceptable time.","30","test_get_users_list_response_time","tests","Tue Sep 30 00:08:00 UTC 2025","passed","Tue Sep 30 00:08:00 UTC 2025","TestPerformance","test_users_crud","",""
"Test user creation with additional fields.","177","test_create_user_with_extra_fields","tests","Tue Sep 30 00:07:46 UTC 2025","passed","Tue Sep 30 00:07:46 UTC 2025","TestUserCreation","test_users_crud","",""
