"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test registration with missing password returns 400 error.","85","test_register_with_missing_password_returns_error","tests","Tue Sep 30 00:52:02 UTC 2025","passed","Tue Sep 30 00:52:02 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","169","test_delete_user_twice","tests","Tue Sep 30 00:51:58 UTC 2025","passed","Tue Sep 30 00:51:58 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","84","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 00:51:48 UTC 2025","passed","Tue Sep 30 00:51:48 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that login responds within acceptable time.","88","test_login_response_time","tests","Tue Sep 30 00:52:07 UTC 2025","passed","Tue Sep 30 00:52:07 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","88","test_create_user_invalid_data[test_case4]","tests","Tue Sep 30 00:51:48 UTC 2025","passed","Tue Sep 30 00:51:48 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test users list endpoint.","23","test_get_users_list","tests","Tue Sep 30 00:51:52 UTC 2025","passed","Tue Sep 30 00:51:52 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test registration with empty JSON payload returns error.","88","test_register_with_empty_payload_returns_error","tests","Tue Sep 30 00:52:03 UTC 2025","passed","Tue Sep 30 00:52:03 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","87","test_create_user_invalid_data[test_case5]","tests","Tue Sep 30 00:51:49 UTC 2025","passed","Tue Sep 30 00:51:49 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with additional fields.","89","test_create_user_with_extra_fields","tests","Tue Sep 30 00:51:49 UTC 2025","passed","Tue Sep 30 00:51:49 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","163","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 00:51:55 UTC 2025","passed","Tue Sep 30 00:51:55 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test that user update responds within acceptable time.","97","test_update_user_response_time","tests","Tue Sep 30 00:52:06 UTC 2025","passed","Tue Sep 30 00:52:06 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that user deletion responds within acceptable time.","84","test_delete_user_response_time","tests","Tue Sep 30 00:52:06 UTC 2025","passed","Tue Sep 30 00:52:06 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that user creation responds within acceptable time.","85","test_create_user_response_time","tests","Tue Sep 30 00:52:05 UTC 2025","passed","Tue Sep 30 00:52:05 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test registration with invalid email returns error.","87","test_register_with_invalid_email_returns_error","tests","Tue Sep 30 00:52:03 UTC 2025","passed","Tue Sep 30 00:52:03 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","164","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Tue Sep 30 00:51:54 UTC 2025","passed","Tue Sep 30 00:51:54 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","146","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 00:51:48 UTC 2025","passed","Tue Sep 30 00:51:48 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving an existing user by ID.","22","test_get_existing_user","tests","Tue Sep 30 00:51:54 UTC 2025","passed","Tue Sep 30 00:51:54 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test that users list responds within acceptable time.","15","test_get_users_list_response_time","tests","Tue Sep 30 00:52:06 UTC 2025","passed","Tue Sep 30 00:52:06 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test logout endpoint returns success.","85","test_logout_returns_success","tests","Tue Sep 30 00:52:03 UTC 2025","passed","Tue Sep 30 00:52:03 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test login with missing password returns 400 error.","90","test_login_with_missing_password_returns_error","tests","Tue Sep 30 00:52:01 UTC 2025","passed","Tue Sep 30 00:52:01 UTC 2025","TestAuthentication","test_api_endpoints","",""
