"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test deleting a user that doesn't exist.","62806","test_delete_non_existent_user","tests","Fri Oct 03 03:27:10 UTC 2025","failed","Fri Oct 03 03:28:12 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","62023","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Fri Oct 03 03:17:36 UTC 2025","failed","Fri Oct 03 03:18:38 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test updating a user that doesn't exist.","290444","test_update_non_existent_user","tests","Fri Oct 03 03:22:02 UTC 2025","skipped","Fri Oct 03 03:26:52 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test successful user update.","97422","test_update_existing_user","tests","Fri Oct 03 03:20:24 UTC 2025","passed","Fri Oct 03 03:22:01 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","9695","test_create_user_with_empty_string","tests","Fri Oct 03 03:16:18 UTC 2025","passed","Fri Oct 03 03:16:28 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","22130","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Fri Oct 03 03:11:04 UTC 2025","passed","Fri Oct 03 03:11:26 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","289362","test_create_user_invalid_data[test_case1]","tests","Fri Oct 03 03:10:41 UTC 2025","skipped","Fri Oct 03 03:15:30 UTC 2025","TestUserCreation","test_api_endpoints","",""
"","1000","GET /api/users/{id}","","Fri Oct 03 03:29:43 UTC 2025","passed","Fri Oct 03 03:29:44 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test user creation with various invalid data scenarios.","289404","test_create_user_invalid_data[test_case0]","tests","Fri Oct 03 03:05:51 UTC 2025","skipped","Fri Oct 03 03:10:41 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","63378","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Fri Oct 03 03:18:39 UTC 2025","failed","Fri Oct 03 03:19:42 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test users list endpoint.","32","test_get_users_list","tests","Fri Oct 03 03:20:21 UTC 2025","failed","Fri Oct 03 03:20:21 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test user creation with additional fields.","289282","test_create_user_with_extra_fields","tests","Fri Oct 03 03:06:14 UTC 2025","failed","Fri Oct 03 03:11:03 UTC 2025","TestUserCreation","test_api_endpoints","",""
"","1000","GET /api/users","","Fri Oct 03 03:29:43 UTC 2025","passed","Fri Oct 03 03:29:44 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test retrieving an existing user by ID.","65077","test_get_existing_user","tests","Fri Oct 03 03:16:31 UTC 2025","skipped","Fri Oct 03 03:17:36 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","191","test_create_user_invalid_data[test_case3]","tests","Fri Oct 03 03:01:10 UTC 2025","passed","Fri Oct 03 03:01:10 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","287593","test_create_user_invalid_data[test_case2]","tests","Fri Oct 03 03:15:31 UTC 2025","skipped","Fri Oct 03 03:20:19 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user deletion.","14669","test_delete_existing_user","tests","Fri Oct 03 03:26:54 UTC 2025","passed","Fri Oct 03 03:27:09 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","62997","test_delete_user_twice","tests","Fri Oct 03 03:19:45 UTC 2025","failed","Fri Oct 03 03:20:48 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","291713","test_create_user_with_unicode_and_special_chars[UNICODE_CHARS-\u5f20\u4e09\u674e\u56db]","tests","Fri Oct 03 03:11:26 UTC 2025","failed","Fri Oct 03 03:16:18 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user creation with valid data.","280991","test_create_user_with_valid_data","tests","Fri Oct 03 03:01:10 UTC 2025","failed","Fri Oct 03 03:05:51 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","22063","test_create_user_invalid_data[test_case5]","tests","Fri Oct 03 03:05:51 UTC 2025","passed","Fri Oct 03 03:06:13 UTC 2025","TestUserCreation","test_api_endpoints","",""
"","1000","POST /api/users","","Fri Oct 03 03:29:43 UTC 2025","passed","Fri Oct 03 03:29:44 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test user creation with various invalid data scenarios.","280427","test_create_user_invalid_data[test_case4]","tests","Fri Oct 03 03:01:10 UTC 2025","skipped","Fri Oct 03 03:05:51 UTC 2025","TestUserCreation","test_api_endpoints","",""
