"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test user creation with various invalid data scenarios.","22463","test_create_user_invalid_data[test_case2]","tests","Sun Oct 05 03:21:29 UTC 2025","passed","Sun Oct 05 03:21:51 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","62988","test_delete_user_twice","tests","Sun Oct 05 03:34:48 UTC 2025","failed","Sun Oct 05 03:35:51 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with additional fields.","287044","test_create_user_with_extra_fields","tests","Sun Oct 05 03:21:08 UTC 2025","failed","Sun Oct 05 03:25:55 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user deletion.","62696","test_delete_existing_user","tests","Sun Oct 05 03:32:40 UTC 2025","skipped","Sun Oct 05 03:33:42 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","294206","test_create_user_with_empty_string","tests","Sun Oct 05 03:32:29 UTC 2025","failed","Sun Oct 05 03:37:23 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user update.","286360","test_update_existing_user","tests","Sun Oct 05 03:23:00 UTC 2025","skipped","Sun Oct 05 03:27:46 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","99306","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Sun Oct 05 03:25:55 UTC 2025","passed","Sun Oct 05 03:27:34 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","162","test_create_user_invalid_data[test_case3]","tests","Sun Oct 05 03:11:34 UTC 2025","passed","Sun Oct 05 03:11:34 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","286849","test_create_user_invalid_data[test_case4]","tests","Sun Oct 05 03:11:35 UTC 2025","skipped","Sun Oct 05 03:16:21 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test users list endpoint.","63804","test_get_users_list","tests","Sun Oct 05 03:21:54 UTC 2025","skipped","Sun Oct 05 03:22:58 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test deleting a user that doesn't exist.","64125","test_delete_non_existent_user","tests","Sun Oct 05 03:33:43 UTC 2025","failed","Sun Oct 05 03:34:47 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"","1000","POST /api/users","","Sun Oct 05 03:40:17 UTC 2025","passed","Sun Oct 05 03:40:18 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test user creation with Unicode and special characters.","293464","test_create_user_with_unicode_and_special_chars[UNICODE_CHARS-\u5f20\u4e09\u674e\u56db]","tests","Sun Oct 05 03:27:35 UTC 2025","failed","Sun Oct 05 03:32:28 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","285689","test_create_user_invalid_data[test_case1]","tests","Sun Oct 05 03:16:43 UTC 2025","skipped","Sun Oct 05 03:21:28 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","22790","test_create_user_invalid_data[test_case0]","tests","Sun Oct 05 03:16:19 UTC 2025","passed","Sun Oct 05 03:16:42 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving an existing user by ID.","14913","test_get_existing_user","tests","Sun Oct 05 03:37:26 UTC 2025","failed","Sun Oct 05 03:37:41 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","64167","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Sun Oct 05 03:37:41 UTC 2025","failed","Sun Oct 05 03:38:45 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test updating a user that doesn't exist.","290273","test_update_non_existent_user","tests","Sun Oct 05 03:27:47 UTC 2025","passed","Sun Oct 05 03:32:37 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test deleting a user with an invalid ID.","62119","test_delete_user_with_invalid_id","tests","Sun Oct 05 03:35:51 UTC 2025","failed","Sun Oct 05 03:36:53 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","285092","test_create_user_invalid_data[test_case5]","tests","Sun Oct 05 03:16:22 UTC 2025","skipped","Sun Oct 05 03:21:07 UTC 2025","TestUserCreation","test_api_endpoints","",""
"","1000","GET /api/users","","Sun Oct 05 03:40:17 UTC 2025","passed","Sun Oct 05 03:40:18 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test successful user creation with valid data.","284845","test_create_user_with_valid_data","tests","Sun Oct 05 03:11:34 UTC 2025","failed","Sun Oct 05 03:16:19 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","115","test_login_with_valid_credentials_returns_token","tests","Sun Oct 05 03:36:56 UTC 2025","passed","Sun Oct 05 03:36:56 UTC 2025","TestAuthentication","test_api_endpoints","",""
"","1000","GET /api/users/{id}","","Sun Oct 05 03:40:17 UTC 2025","passed","Sun Oct 05 03:40:18 UTC 2025","","Performance Tests","LocustLoadTest",""
