"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1000","POST /api/users","","Sun Oct 05 23:47:16 UTC 2025","passed","Sun Oct 05 23:47:17 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test retrieving an existing user by ID.","63649","test_get_existing_user","tests","Sun Oct 05 23:32:09 UTC 2025","skipped","Sun Oct 05 23:33:13 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","62839","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Sun Oct 05 23:33:13 UTC 2025","failed","Sun Oct 05 23:34:16 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test deleting a user that doesn't exist.","62691","test_delete_non_existent_user","tests","Sun Oct 05 23:44:42 UTC 2025","failed","Sun Oct 05 23:45:45 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","22950","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Sun Oct 05 23:26:43 UTC 2025","passed","Sun Oct 05 23:27:06 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","9582","test_create_user_invalid_data[test_case1]","tests","Sun Oct 05 23:21:44 UTC 2025","passed","Sun Oct 05 23:21:53 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","291282","test_create_user_invalid_data[test_case0]","tests","Sun Oct 05 23:16:52 UTC 2025","skipped","Sun Oct 05 23:21:43 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","290943","test_create_user_invalid_data[test_case5]","tests","Sun Oct 05 23:26:22 UTC 2025","skipped","Sun Oct 05 23:31:13 UTC 2025","TestUserCreation","test_api_endpoints","",""
"","1000","GET /api/users/{id}","","Sun Oct 05 23:47:16 UTC 2025","passed","Sun Oct 05 23:47:17 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test retrieving users with invalid or non-existent IDs.","64947","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Sun Oct 05 23:34:17 UTC 2025","failed","Sun Oct 05 23:35:22 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test users list endpoint.","32","test_get_users_list","tests","Sun Oct 05 23:36:08 UTC 2025","failed","Sun Oct 05 23:36:08 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","64941","test_delete_user_twice","tests","Sun Oct 05 23:35:24 UTC 2025","failed","Sun Oct 05 23:36:29 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","289960","test_create_user_with_unicode_and_special_chars[UNICODE_CHARS-\u5f20\u4e09\u674e\u56db]","tests","Sun Oct 05 23:27:06 UTC 2025","failed","Sun Oct 05 23:31:56 UTC 2025","TestUserCreation","test_api_endpoints","",""
"","1000","GET /api/users","","Sun Oct 05 23:47:16 UTC 2025","passed","Sun Oct 05 23:47:17 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test deleting a user with an invalid ID.","64442","test_delete_user_with_invalid_id","tests","Sun Oct 05 23:36:30 UTC 2025","passed","Sun Oct 05 23:37:34 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test successful user deletion.","64066","test_delete_existing_user","tests","Sun Oct 05 23:43:38 UTC 2025","skipped","Sun Oct 05 23:44:42 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test successful user creation with valid data.","334","test_create_user_with_valid_data","tests","Sun Oct 05 23:16:51 UTC 2025","passed","Sun Oct 05 23:16:51 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user update.","281237","test_update_existing_user","tests","Sun Oct 05 23:36:10 UTC 2025","skipped","Sun Oct 05 23:40:52 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","288758","test_create_user_invalid_data[test_case2]","tests","Sun Oct 05 23:21:54 UTC 2025","skipped","Sun Oct 05 23:26:42 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","162","test_login_with_valid_credentials_returns_token","tests","Sun Oct 05 23:37:37 UTC 2025","passed","Sun Oct 05 23:37:37 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with additional fields.","291497","test_create_user_with_extra_fields","tests","Sun Oct 05 23:31:14 UTC 2025","failed","Sun Oct 05 23:36:05 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","9964","test_create_user_with_empty_string","tests","Sun Oct 05 23:31:57 UTC 2025","passed","Sun Oct 05 23:32:07 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test updating a user that doesn't exist.","163068","test_update_non_existent_user","tests","Sun Oct 05 23:40:52 UTC 2025","passed","Sun Oct 05 23:43:35 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","287798","test_create_user_invalid_data[test_case4]","tests","Sun Oct 05 23:21:34 UTC 2025","skipped","Sun Oct 05 23:26:22 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","282699","test_create_user_invalid_data[test_case3]","tests","Sun Oct 05 23:16:51 UTC 2025","skipped","Sun Oct 05 23:21:34 UTC 2025","TestUserCreation","test_api_endpoints","",""
