"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test login with non-existent email returns error.","94","test_login_with_invalid_email_returns_error","tests","Tue Sep 30 03:03:29 UTC 2025","passed","Tue Sep 30 03:03:30 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test that API response times meet basic SLA requirements.","1163","test_basic_response_time_sla","tests","Tue Sep 30 03:03:36 UTC 2025","passed","Tue Sep 30 03:03:37 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that user update responds within acceptable time.","95","test_update_user_response_time","tests","Tue Sep 30 03:03:34 UTC 2025","passed","Tue Sep 30 03:03:34 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","92","test_create_user_invalid_data[test_case0]","tests","Tue Sep 30 03:03:16 UTC 2025","passed","Tue Sep 30 03:03:16 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with additional fields.","155","test_create_user_with_extra_fields","tests","Tue Sep 30 03:03:17 UTC 2025","passed","Tue Sep 30 03:03:17 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that user deletion responds within acceptable time.","103","test_delete_user_response_time","tests","Tue Sep 30 03:03:34 UTC 2025","passed","Tue Sep 30 03:03:34 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that login responds within acceptable time.","91","test_login_response_time","tests","Tue Sep 30 03:03:34 UTC 2025","passed","Tue Sep 30 03:03:35 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test that registration responds within acceptable time.","116","test_register_response_time","tests","Tue Sep 30 03:03:35 UTC 2025","passed","Tue Sep 30 03:03:35 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","101","test_create_user_invalid_data[test_case4]","tests","Tue Sep 30 03:03:16 UTC 2025","passed","Tue Sep 30 03:03:16 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test updating a user that doesn't exist.","404","test_update_non_existent_user","tests","Tue Sep 30 03:03:23 UTC 2025","passed","Tue Sep 30 03:03:23 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test logout endpoint returns success.","157","test_logout_returns_success","tests","Tue Sep 30 03:03:31 UTC 2025","passed","Tue Sep 30 03:03:31 UTC 2025","TestAuthentication","test_api_endpoints","",""
"","1000","POST /api/users","","Tue Sep 30 03:05:03 UTC 2025","passed","Tue Sep 30 03:05:04 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test users list endpoint.","199","test_get_users_list","tests","Tue Sep 30 03:03:19 UTC 2025","passed","Tue Sep 30 03:03:20 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test deleting a user twice (idempotency test).","182","test_delete_user_twice","tests","Tue Sep 30 03:03:25 UTC 2025","passed","Tue Sep 30 03:03:25 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","90","test_create_user_invalid_data[test_case2]","tests","Tue Sep 30 03:03:17 UTC 2025","passed","Tue Sep 30 03:03:17 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test login with empty JSON payload returns error.","91","test_login_with_empty_payload_returns_error","tests","Tue Sep 30 03:03:30 UTC 2025","passed","Tue Sep 30 03:03:30 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test successful login with valid email and password returns a token.","93","test_login_with_valid_credentials_returns_token","tests","Tue Sep 30 03:03:28 UTC 2025","passed","Tue Sep 30 03:03:28 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test retrieving an existing user by ID.","18","test_get_existing_user","tests","Tue Sep 30 03:03:21 UTC 2025","passed","Tue Sep 30 03:03:21 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test successful user deletion.","201","test_delete_existing_user","tests","Tue Sep 30 03:03:26 UTC 2025","passed","Tue Sep 30 03:03:26 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test deleting a user that doesn't exist.","100","test_delete_non_existent_user","tests","Tue Sep 30 03:03:26 UTC 2025","passed","Tue Sep 30 03:03:27 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test that users list responds within acceptable time.","104","test_get_users_list_response_time","tests","Tue Sep 30 03:03:34 UTC 2025","passed","Tue Sep 30 03:03:34 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","179","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Tue Sep 30 03:03:22 UTC 2025","passed","Tue Sep 30 03:03:22 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","107","test_create_user_invalid_data[test_case5]","tests","Tue Sep 30 03:03:16 UTC 2025","passed","Tue Sep 30 03:03:16 UTC 2025","TestUserCreation","test_api_endpoints","",""
"","1000","GET /api/users","","Tue Sep 30 03:05:03 UTC 2025","passed","Tue Sep 30 03:05:04 UTC 2025","","Performance Tests","LocustLoadTest",""
"Test successful user registration with valid email and password returns a token.","148","test_register_with_valid_data_returns_token","tests","Tue Sep 30 03:03:29 UTC 2025","passed","Tue Sep 30 03:03:29 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test successful user update.","206","test_update_existing_user","tests","Tue Sep 30 03:03:22 UTC 2025","passed","Tue Sep 30 03:03:22 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test registration with empty JSON payload returns error.","93","test_register_with_empty_payload_returns_error","tests","Tue Sep 30 03:03:31 UTC 2025","passed","Tue Sep 30 03:03:31 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","177","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 03:03:22 UTC 2025","passed","Tue Sep 30 03:03:23 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","94","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Tue Sep 30 03:03:17 UTC 2025","passed","Tue Sep 30 03:03:17 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user creation with valid data.","148","test_create_user_with_valid_data","tests","Tue Sep 30 03:03:15 UTC 2025","passed","Tue Sep 30 03:03:15 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","93","test_create_user_invalid_data[test_case1]","tests","Tue Sep 30 03:03:16 UTC 2025","passed","Tue Sep 30 03:03:16 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test registration with invalid email returns error.","149","test_register_with_invalid_email_returns_error","tests","Tue Sep 30 03:03:30 UTC 2025","passed","Tue Sep 30 03:03:31 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","90","test_create_user_with_empty_string","tests","Tue Sep 30 03:03:19 UTC 2025","passed","Tue Sep 30 03:03:19 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","156","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 03:03:15 UTC 2025","passed","Tue Sep 30 03:03:15 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that user creation responds within acceptable time.","90","test_create_user_response_time","tests","Tue Sep 30 03:03:33 UTC 2025","passed","Tue Sep 30 03:03:33 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","95","test_create_user_with_unicode_and_special_chars[UNICODE_CHARS-\u5f20\u4e09\u674e\u56db]","tests","Tue Sep 30 03:03:18 UTC 2025","passed","Tue Sep 30 03:03:18 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test login with missing password returns 400 error.","95","test_login_with_missing_password_returns_error","tests","Tue Sep 30 03:03:29 UTC 2025","passed","Tue Sep 30 03:03:29 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test registration with missing password returns 400 error.","147","test_register_with_missing_password_returns_error","tests","Tue Sep 30 03:03:30 UTC 2025","passed","Tue Sep 30 03:03:30 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test deleting a user with an invalid ID.","90","test_delete_user_with_invalid_id","tests","Tue Sep 30 03:03:26 UTC 2025","passed","Tue Sep 30 03:03:26 UTC 2025","TestUserDeletion","test_api_endpoints","",""
"Test that logout responds within acceptable time.","91","test_logout_response_time","tests","Tue Sep 30 03:03:35 UTC 2025","passed","Tue Sep 30 03:03:35 UTC 2025","TestPerformance","test_api_endpoints","",""
"","1000","GET /api/users/{id}","","Tue Sep 30 03:05:03 UTC 2025","passed","Tue Sep 30 03:05:04 UTC 2025","","Performance Tests","LocustLoadTest",""
