"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test user creation with various invalid data scenarios.","86","test_create_user_invalid_data[test_case4]","tests","Tue Sep 30 00:25:19 UTC 2025","passed","Tue Sep 30 00:25:19 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","83","test_create_user_invalid_data[test_case2]","tests","Tue Sep 30 00:25:20 UTC 2025","passed","Tue Sep 30 00:25:20 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with Unicode and special characters.","90","test_create_user_with_unicode_and_special_chars[SPECIAL_CHARS-Jos\xe9 Mar\xeda O'Connor-Smith]","tests","Tue Sep 30 00:25:21 UTC 2025","passed","Tue Sep 30 00:25:21 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test successful user creation with valid data.","187","test_create_user_with_valid_data","tests","Tue Sep 30 00:25:18 UTC 2025","passed","Tue Sep 30 00:25:19 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test registration with invalid email returns error.","86","test_register_with_invalid_email_returns_error","tests","Tue Sep 30 00:25:34 UTC 2025","passed","Tue Sep 30 00:25:34 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","85","test_create_user_invalid_data[test_case1]","tests","Tue Sep 30 00:25:20 UTC 2025","passed","Tue Sep 30 00:25:20 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving an existing user by ID.","23","test_get_existing_user","tests","Tue Sep 30 00:25:25 UTC 2025","passed","Tue Sep 30 00:25:25 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test successful user update.","163","test_update_existing_user","tests","Tue Sep 30 00:25:25 UTC 2025","passed","Tue Sep 30 00:25:26 UTC 2025","TestUserUpdate","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","169","test_get_user_negative_cases[INVALID_USER-NOT_FOUND]","tests","Tue Sep 30 00:25:26 UTC 2025","passed","Tue Sep 30 00:25:26 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","181","test_create_user_invalid_data[test_case3]","tests","Tue Sep 30 00:25:18 UTC 2025","passed","Tue Sep 30 00:25:19 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test user creation with various invalid data scenarios.","84","test_create_user_invalid_data[test_case5]","tests","Tue Sep 30 00:25:20 UTC 2025","passed","Tue Sep 30 00:25:20 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test retrieving users with invalid or non-existent IDs.","166","test_get_user_negative_cases[NON_EXISTENT_USER-NOT_FOUND]","tests","Tue Sep 30 00:25:25 UTC 2025","passed","Tue Sep 30 00:25:25 UTC 2025","TestUserRetrieval","test_api_endpoints","",""
"Test that users list responds within acceptable time.","17","test_get_users_list_response_time","tests","Tue Sep 30 00:25:37 UTC 2025","passed","Tue Sep 30 00:25:37 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test user creation with empty string (should fail validation).","83","test_create_user_with_empty_string","tests","Tue Sep 30 00:25:22 UTC 2025","passed","Tue Sep 30 00:25:22 UTC 2025","TestUserCreation","test_api_endpoints","",""
"Test that user update responds within acceptable time.","90","test_update_user_response_time","tests","Tue Sep 30 00:25:37 UTC 2025","passed","Tue Sep 30 00:25:37 UTC 2025","TestPerformance","test_api_endpoints","",""
"Test successful user registration with valid email and password returns a token.","87","test_register_with_valid_data_returns_token","tests","Tue Sep 30 00:25:32 UTC 2025","passed","Tue Sep 30 00:25:33 UTC 2025","TestAuthentication","test_api_endpoints","",""
"Test login with empty JSON payload returns error.","85","test_login_with_empty_payload_returns_error","tests","Tue Sep 30 00:25:33 UTC 2025","passed","Tue Sep 30 00:25:33 UTC 2025","TestAuthentication","test_api_endpoints","",""
